Longitude,Latitude,WELL.ID,SOURCE,GM_SAMP_COLLECTION_DATE,Alkalinity.total,Aluminum,Arsenic,Barium,Beryllium,Cadmium,Calcium,Chloride,Chromium,Copper,Fluoride,Iron,Magnesium,Manganese,Nickel,Nitrate.as.N,Potassium,Selenium,Sodium,Sulfate,Uranium,Vanadium,Zinc
-121.3354,38.8063,102075,LLNL,3/27/17,360000,0,0,7.9,0,0,8400,12000,0,0,590,52,2300,17,0,0,2500,0,160000,0,NA,NA,0
-121.3354,38.8063,102075,LLNL,9/5/17,360000,0,0,7.9,0,0,8000,11000,0,0,540,45,2100,16,0,0,2500,0,160000,0,NA,NA,0
-121.3354,38.8063,102075,LLNL,4/25/18,350000,0,1.2,7.2,0,0,8200,11000,0,0,550,48,2200,15,0,0,2800,0,160000,0,NA,NA,0
-121.3354,38.8063,102075,LLNL,8/27/18,350000,0,1.8,7.1,0,0,8600,12000,0,0,540,51,2300,15,0,0,2300,0,160000,0,NA,NA,0
-121.3354,38.8063,102075,LLNL,4/17/19,350000,0,0,7.5,0,0,7900,11000,0,0,570,49,2100,14,0,0,2400,0,160000,0,NA,NA,0
-121.3354,38.8063,102075,LLNL,8/15/19,340000,0,0,7.2,0,0,7800,11000,0,0,550,45,2100,15,0,0,2600,0,150000,0,NA,NA,0
-121.3354,38.8063,102075,LLNL,3/3/20,360000,0,0,7.2,0,0,7900,12000,0,0,520,44,2100,14,0,0,2400,0,150000,0,0,0,0
-121.3354,38.8063,102075,LLNL,8/12/20,350000,0,0,6.9,0,0,8200,11000,0,0,540,45,2200,14,0,0,2500,0,140000,0,0,0,0
-121.3354,38.8063,102076,LLNL,6/8/11,150000,0,0,15,0,0,18000,22000,0,0,260,0,3700,18,0,0,3200,0,63000,17000,NA,NA,0
-121.3354,38.8063,102076,LLNL,9/19/11,150000,0,0,15,0,0,19000,21000,0,0,240,0,3900,16,0,0,3300,0,63000,15000,NA,NA,0
-121.3354,38.8063,102076,LLNL,4/2/12,150000,0,0,16,0,0,19000,21000,0,0,240,0,3800,18,0,0,3100,0,60000,14000,NA,NA,0
-121.3354,38.8063,102076,LLNL,9/13/12,150000,0,0,17,0,0,20000,20000,0,0,230,0,4100,17,0,0,3500,0,64000,13000,NA,NA,0
-121.3354,38.8063,102076,LLNL,5/9/13,140000,0,0,15,0,0,20000,21000,0,0,230,0,4100,16,0,0,3300,0,63000,14000,NA,NA,0
-121.3354,38.8063,102076,LLNL,9/18/13,150000,0,0,16,0,0,19000,20000,0,0,240,0,3700,17,0,0,3200,0,57000,13000,NA,NA,0
-121.3354,38.8063,102076,LLNL,5/12/14,140000,0,0,16,0,0,20000,20000,0,0,240,0,3800,15,0,0,3100,0,59000,13000,NA,NA,0
-121.3354,38.8063,102076,LLNL,9/26/14,150000,0,0,16,0,0,20000,20000,0,0,230,0,3800,16,0,0,3000,0,59000,13000,NA,NA,0
-121.3354,38.8063,102076,LLNL,4/21/15,150000,0,0,16,0,0,19000,20000,0,0,240,0,3600,15,0,0,3000,0,56000,13000,NA,NA,0
-121.3354,38.8063,102076,LLNL,8/19/15,150000,0,0,15,0,0,20000,20000,0,0,240,0,3900,15,0,0,3400,0,59000,13000,NA,NA,0
-121.3354,38.8063,102076,LLNL,4/7/16,150000,0,0,16,0,0,20000,19000,1.1,0,230,0,3800,15,0,0,3100,0,59000,12000,NA,NA,0
-121.3354,38.8063,102076,LLNL,8/22/16,150000,0,0,16,0,0,19000,19000,0,0,230,0,3700,15,0,0,3100,0,58000,12000,NA,NA,0
-121.3354,38.8063,102076,LLNL,3/27/17,150000,0,0,16,0,0,21000,20000,0,0,260,0,4100,14,0,0,3200,0,60000,12000,NA,NA,0
-121.3354,38.8063,102076,LLNL,9/5/17,150000,0,0,16,0,0,20000,19000,0,0,240,0,3700,16,0,0,3000,0,58000,12000,NA,NA,0
-121.3354,38.8063,102076,LLNL,4/25/18,150000,0,0,17,0,0,20000,20000,0,0,240,0,3600,16,0,0,3000,0,54000,11000,NA,NA,0
-121.3354,38.8063,102076,LLNL,8/27/18,150000,0,0,15,0,0,20000,20000,0,0,240,0,3600,14,0,0,2900,0,54000,11000,NA,NA,0
-121.3354,38.8063,102076,LLNL,4/17/19,150000,0,0,16,0,0,20000,19000,0,0,240,0,3700,15,0,0,3000,0,56000,11000,NA,NA,0
-121.3354,38.8063,102076,LLNL,8/15/19,130000,0,0,16,0,0,20000,19000,0,0,240,0,3700,15,0,0,3000,0,57000,11000,NA,NA,0
-121.3354,38.8063,102076,LLNL,3/3/20,150000,0,0,17,0,0,20000,21000,0,0,220,0,3700,15,0,0,2800,0,55000,11000,0,0,0
-121.3354,38.8063,102076,LLNL,8/12/20,150000,0,0,17,0,0,19000,20000,0,0,240,0,3600,16,0,0,2800,0,53000,11000,0,0,0
-121.3354,38.8063,102077,LLNL,6/8/11,180000,0,0,14,0,0,14000,26000,0,0,360,20,2900,16,0,0,3600,0,85000,15000,NA,NA,0
-121.3354,38.8063,102077,LLNL,9/19/11,170000,0,0,12,0,0,15000,23000,0,0,330,0,2900,17,0,0,3500,0,75000,6200,NA,NA,0
-121.3354,38.8063,102077,LLNL,4/2/12,170000,0,0,15,0,0,15000,23000,0,0,310,0,3000,28,0,0,3400,0,69000,3600,NA,NA,0
-121.3354,38.8063,102077,LLNL,9/13/12,170000,0,0,15,0,0,15000,21000,0,0,300,0,3000,31,0,0,3400,0,71000,1200,NA,NA,0
-121.3354,38.8063,102077,LLNL,5/9/13,160000,0,0,15,0,0,16000,22000,0,0,300,0,3200,30,0,0,3400,0,72000,680,NA,NA,0
-121.3354,38.8063,102077,LLNL,9/18/13,160000,0,0,16,0,0,15000,21000,0,0,310,0,2900,32,0,0,3200,0,63000,540,NA,NA,0
-121.3354,38.8063,102077,LLNL,5/12/14,140000,0,0,18,0,0,16000,21000,0,0,300,0,3000,35,0,0,3200,0,63000,0,NA,NA,0
-121.3354,38.8063,102077,LLNL,9/26/14,160000,0,0,16,0,0,17000,20000,0,0,300,0,3100,28,0,0,3300,0,66000,1100,NA,NA,0
-121.3354,38.8063,102077,LLNL,4/21/15,160000,0,0,17,0,0,16000,21000,0,0,290,0,3000,33,0,0,3200,0,62000,990,NA,NA,0
-121.3354,38.8063,102077,LLNL,8/19/15,160000,0,0,17,0,0,17000,21000,0,0,300,0,3300,34,0,0,3500,0,66000,770,NA,NA,0
-121.3354,38.8063,102077,LLNL,4/7/16,160000,0,0,18,0,0,16000,20000,1.3,0,290,0,3100,32,0,0,3200,0,63000,0,NA,NA,0
-121.3354,38.8063,102077,LLNL,8/22/16,160000,0,0,18,0,0,16000,20000,0,0,300,0,3100,33,0,0,3300,0,64000,0,NA,NA,0
-121.3354,38.8063,102077,LLNL,3/27/17,160000,0,0,18,0,0,18000,21000,0,0,330,0,3400,34,0,0,3500,0,66000,0,NA,NA,0
-121.3354,38.8063,102077,LLNL,9/5/17,160000,0,0,19,0,0,17000,20000,0,0,280,0,3000,35,0,0,3200,0,60000,0,NA,NA,0
-121.3354,38.8063,102077,LLNL,4/25/18,160000,0,0,19,0,0,17000,20000,0,0,300,0,3000,35,0,0,3200,0,60000,0,NA,NA,0
-121.3354,38.8063,102077,LLNL,8/27/18,160000,0,0,18,0,0,17000,20000,0,0,300,0,2900,32,0,0,3100,0,59000,0,NA,NA,0
-121.3354,38.8063,102077,LLNL,4/17/19,160000,0,0,19,0,0,17000,19000,0,0,300,0,2900,37,0,0,3100,0,61000,0,NA,NA,0
-121.3354,38.8063,102077,LLNL,8/15/19,140000,0,0,20,0,0,17000,20000,0,0,290,0,3000,36,0,0,3100,0,61000,0,NA,NA,0
-121.3354,38.8063,102077,LLNL,3/3/20,160000,0,0,20,0,0,18000,21000,0,0,280,0,3100,34,0,0,3100,0,61000,0,0,0,33
-121.3354,38.8063,102077,LLNL,8/12/20,160000,0,0,19,0,0,17000,20000,0,0,290,0,2900,32,0,0,2900,0,58000,0,0,0,0
-121.3354,38.8063,102078,LLNL,6/8/11,170000,0,0,15,0,0,19000,23000,0,0,330,0,5300,23,0,0,3900,0,62000,5400,NA,NA,0
-121.3354,38.8063,102078,LLNL,9/19/11,170000,0,0,15,0,0,22000,22000,0,0,290,0,6000,22,0,0,4100,0,62000,3100,NA,NA,0
-121.3354,38.8063,102078,LLNL,4/2/12,170000,0,0,18,0,0,21000,22000,0,0,280,0,5800,29,0,0,3800,0,54000,1900,NA,NA,0
-121.3354,38.8063,102078,LLNL,9/13/12,170000,0,0,17,0,0,21000,21000,0,0,260,0,5900,34,0,0,4000,0,60000,950,NA,NA,0
-121.3354,38.8063,102078,LLNL,5/9/13,160000,0,0,18,0,0,23000,22000,0,0,260,0,6500,36,0,0,4000,0,57000,0,NA,NA,0
-121.3354,38.8063,102078,LLNL,9/18/13,160000,0,0,19,0,0,22000,21000,0,0,260,0,5900,39,0,0,3800,0,51000,520,NA,0,0
-121.3354,38.8063,102078,LLNL,5/12/14,140000,0,0,20,0,0,23000,21000,0,0,260,0,6300,42,0,0,3900,0,53000,520,NA,NA,0
-121.3354,38.8063,102078,LLNL,9/26/14,160000,0,0,20,0,0,26000,21000,0,0,250,0,6700,44,0,0,4000,0,53000,3900,NA,NA,0
-121.3354,38.8063,102078,LLNL,4/21/15,170000,0,0,22,0,0,24000,23000,0,0,240,0,6600,48,0,0,3900,0,50000,4900,NA,NA,0
-121.3354,38.8063,102078,LLNL,8/19/15,160000,0,0,21,0,0,26000,22000,0,0,260,0,7200,46,0,0,4400,0,53000,3600,NA,NA,0
-121.3354,38.8063,102078,LLNL,4/7/16,160000,0,0,22,0,0,24000,20000,1.3,0,250,0,6500,47,0,0,3700,0,47000,0,NA,NA,0
-121.3354,38.8063,102078,LLNL,8/22/16,160000,0,0,24,0,0,24000,20000,0,0,260,0,6400,51,0,0,3800,0,48000,0,NA,NA,0
-121.3354,38.8063,102078,LLNL,3/27/17,160000,0,0,23,0,0,27000,20000,0,0,280,0,7200,49,0,0,4000,0,49000,0,NA,NA,0
-121.3354,38.8063,102078,LLNL,9/5/17,160000,0,0,23,0,0,26000,20000,0,0,250,0,6600,49,0,0,3800,0,49000,0,NA,NA,0
-121.3354,38.8063,102078,LLNL,4/25/18,160000,0,0,24,0,0,25000,20000,0,0,250,0,6300,45,0,0,3700,0,46000,0,NA,NA,0
-121.3354,38.8063,102078,LLNL,8/27/18,160000,0,0,21,0,0,24000,20000,0,0,250,0,6200,41,0,0,3600,0,44000,0,NA,NA,0
-121.3354,38.8063,102078,LLNL,4/17/19,160000,0,0,23,0,0,26000,19000,0,0,260,0,6500,45,0,0,3700,0,47000,0,NA,NA,0
-121.3354,38.8063,102078,LLNL,8/15/19,160000,0,0,23,0,0,25000,20000,0,0,260,0,6400,48,0,0,3700,0,47000,0,NA,NA,0
-121.3354,38.8063,102078,LLNL,3/3/20,160000,0,0,24,0,0,26000,21000,0,0,240,0,6500,45,0,0,3600,0,46000,0,0,0,0
-121.3354,38.8063,102078,LLNL,8/12/20,160000,0,0,24,0,0,25000,21000,0,0,250,0,6400,45,0,0,3500,0,46000,0,0,0,0
-121.3354,38.8063,102079,LLNL,6/8/11,170000,0,0,29,0,0,30000,22000,0,0,270,0,8000,22,0,0,2900,0,42000,560,NA,NA,0
-121.3354,38.8063,102079,LLNL,9/19/11,180000,0,0,28,0,0,32000,22000,0,0,250,0,8800,20,0,0,3100,0,46000,0,NA,NA,0
-121.3354,38.8063,102079,LLNL,4/2/12,170000,0,0,31,0,0,30000,22000,0,0,250,0,8200,23,0,0,2800,0,42000,0,NA,NA,0
-121.3354,38.8063,102079,LLNL,9/13/12,170000,0,0,30,0,0,32000,21000,0,0,250,0,8800,22,0,0,3100,0,46000,0,NA,NA,0
-121.3354,38.8063,102079,LLNL,5/9/13,160000,0,0,28,0,0,33000,22000,0,0,250,0,9000,22,0,0,3200,0,47000,530,NA,NA,0
-121.3354,38.8063,102079,LLNL,9/18/13,170000,0,0,28,0,0,30000,21000,1.2,0,260,0,8100,22,0,0,3000,0,42000,0,0,0,0
-121.3354,38.8063,102079,LLNL,5/12/14,150000,0,0,29,0,0,31000,21000,0,0,250,0,8400,20,0,0,3000,0,44000,0,NA,NA,0
-121.3354,38.8063,102079,LLNL,9/26/14,170000,0,0,30,0,0,32000,20000,0,0,240,0,8600,20,0,0,3100,0,43000,0,NA,NA,0
-121.3354,38.8063,102079,LLNL,4/21/15,180000,0,0,28,0,0,30000,21000,0,0,260,0,8100,20,0,0,2900,0,42000,0,NA,NA,0
-121.3354,38.8063,102079,LLNL,8/19/15,170000,0,0,30,0,0,31000,21000,0,0,260,0,8400,22,0,0,3100,0,43000,0,NA,NA,0
-121.3354,38.8063,102079,LLNL,4/7/16,170000,0,0,28,0,0,31000,20000,1.4,0,220,0,8200,22,0,0,2900,0,43000,0,NA,NA,0
-121.3354,38.8063,102079,LLNL,8/22/16,170000,0,0,30,0,0,31000,20000,0,0,260,0,8100,23,0,0,3000,0,44000,0,NA,NA,0
-121.3354,38.8063,102079,LLNL,3/27/17,180000,0,0,27,0,0,34000,21000,0,0,280,0,9100,21,0,0,3100,0,47000,560,NA,NA,0
-121.3354,38.8063,102079,LLNL,9/5/17,180000,0,0,29,0,0,32000,20000,0,0,190,0,8100,23,0,0,2800,0,44000,530,NA,NA,0
-121.3354,38.8063,102079,LLNL,4/25/18,170000,0,0,30,0,0,32000,21000,0,0,260,0,8000,24,0,0,2900,0,42000,0,NA,NA,0
-121.3354,38.8063,102079,LLNL,8/27/18,170000,0,0,28,0,0,31000,20000,0,0,260,0,7800,21,0,0,2800,0,41000,0,NA,NA,0
-121.3354,38.8063,102079,LLNL,4/17/19,170000,0,0,29,0,0,31000,20000,0,0,260,0,7900,23,0,0,2800,0,43000,0,NA,NA,0
-121.3354,38.8063,102079,LLNL,8/15/19,170000,0,0,29,0,0,32000,20000,0,0,250,0,8100,23,0,0,2900,0,43000,0,NA,NA,0
-121.3354,38.8063,102079,LLNL,3/3/20,180000,0,0,29,0,0,32000,22000,0,0,240,0,8200,22,0,0,2700,0,41000,0,0,0,0
-121.3354,38.8063,102079,LLNL,8/12/20,180000,90,0,30,0,0,31000,21000,0,0,250,0,7900,23,0,0,2600,0,41000,0,0,0,0
-121.3354,38.8063,102080,LLNL,6/8/11,180000,0,1.2,54,0,0,42000,27000,0,0,430,33,11000,30,0,0,3900,0,73000,70000,NA,NA,0
-121.3354,38.8063,102080,LLNL,9/19/11,180000,0,1.4,51,0,0,42000,23000,0,0,410,37,11000,30,0,0,3800,0,64000,60000,NA,NA,0
-121.3354,38.8063,102080,LLNL,4/2/12,180000,0,1.5,62,0,0,42000,21000,0,0,380,38,11000,37,0,0,3600,0,49000,54000,NA,NA,0
-121.3354,38.8063,102080,LLNL,9/13/12,170000,0,2,59,0,0,46000,20000,0,0,350,33,12000,39,0,0,3900,0,51000,52000,NA,NA,0
-121.3354,38.8063,102080,LLNL,5/9/13,170000,0,1.8,57,0,0,45000,22000,0,0,350,34,12000,42,0,0,3600,0,48000,55000,NA,NA,0
-121.3354,38.8063,102080,LLNL,9/18/13,170000,0,1.6,65,0,0,45000,21000,0,0,340,29,12000,47,0,0,3600,0,43000,52000,NA,NA,0
-121.3354,38.8063,102080,LLNL,5/12/14,150000,0,1.4,58,0,0,48000,21000,0,0,360,32,12000,45,0,0,3600,0,43000,52000,NA,NA,0
-121.3354,38.8063,102080,LLNL,9/26/14,170000,0,1.4,60,0,0,50000,20000,0,0,350,25,12000,49,0,0,3600,0,43000,53000,NA,NA,0
-121.3354,38.8063,102080,LLNL,4/21/15,180000,0,1.3,59,0,0,47000,22000,0,0,350,29,12000,49,0,0,3400,0,40000,54000,NA,NA,0
-121.3354,38.8063,102080,LLNL,8/19/15,170000,0,1.1,60,0,0,50000,20000,0,0,370,28,13000,45,0,0,3800,0,42000,53000,NA,NA,0
-121.3354,38.8063,102080,LLNL,4/7/16,170000,0,1,62,0,0,48000,20000,1.4,0,360,30,12000,46,0,0,3400,0,40000,53000,NA,NA,0
-121.3354,38.8063,102080,LLNL,8/22/16,170000,0,1.6,61,0,0,48000,21000,0,0,360,26,12000,52,0,0,3500,0,41000,53000,NA,NA,0
-121.3354,38.8063,102080,LLNL,3/27/17,180000,0,1.6,59,0,0,52000,21000,0,0,390,29,13000,50,0,0,3600,0,42000,53000,NA,NA,0
-121.3354,38.8063,102080,LLNL,9/5/17,180000,0,1.7,63,0,0,50000,20000,0,0,350,26,12000,50,0,0,3400,0,41000,51000,NA,NA,0
-121.3354,38.8063,102080,LLNL,4/25/18,170000,0,1.2,70,0,0,48000,21000,0,0,360,30,12000,48,0,0,3400,0,40000,52000,NA,NA,0
-121.3354,38.8063,102080,LLNL,8/27/18,170000,0,1.6,62,0,0,48000,21000,0,0,360,29,12000,46,0,0,3300,0,40000,51000,NA,NA,0
-121.3354,38.8063,102080,LLNL,4/17/19,170000,0,1.6,65,0,0,48000,19000,0,0,370,29,12000,52,0,0,3400,0,41000,49000,NA,NA,0
-121.3354,38.8063,102080,LLNL,8/15/19,170000,0,1.6,66,0,0,48000,20000,0,0,350,29,12000,49,0,0,3400,0,42000,50000,NA,NA,0
-121.3354,38.8063,102080,LLNL,3/3/20,180000,0,1.4,66,0,0,50000,20000,0,0,340,28,12000,50,0,0,3200,0,40000,50000,0,0,0
-121.3354,38.8063,102080,LLNL,8/12/20,180000,57,1.3,69,0,0,48000,21000,0,0,350,28,12000,52,0,0,3100,0,39000,52000,0,0,0
-121.3354,38.8063,102081,LLNL,8/16/12,560000,0,0,730,0,0,46000,4200000,0,0,790,560,36000,74,0,0,22000,95,2900000,690,NA,NA,0
-121.3354,38.8063,102081,LLNL,10/18/12,560000,100,20,640,0,0,44000,4400000,0,5.4,780,1200,34000,100,0,0,24000,53,2700000,0,NA,NA,0
-121.3354,38.8063,102081,LLNL,8/27/13,570000,0,0,640,0,0,50000,4100000,0,0,790,800,39000,90,0,0,29000,54,2900000,0,NA,NA,0
-121.3354,38.8063,102081,LLNL,8/28/13,540000,0,11,640,0,0,49000,4100000,0,0,750,570,38000,74,0,0,30000,34,3.00E+06,0,NA,NA,0
-121.3354,38.8063,102081,LLNL,9/24/14,570000,0,0,760,0,0,50000,3900000,0,0,870,560,36000,71,0,0,18000,82,2800000,0,NA,NA,0
-121.3354,38.8063,102081,LLNL,6/18/15,560000,0,4,620,0,0,48000,4.00E+06,0,0,760,650,37000,63,0,0,22000,0,2700000,0,NA,NA,0
-121.3354,38.8063,102081,LLNL,3/10/16,570000,610,7.3,770,0,0,51000,3900000,4.4,11,760,2200,38000,97,0,0,21000,25,2800000,960,NA,NA,0
-121.3354,38.8063,102081,LLNL,11/22/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7200,NA,NA,NA,NA,NA,NA,NA
-121.3354,38.8063,102081,LLNL,8/3/17,580000,0,0,710,0,0,51000,4.00E+06,0,0,790,720,38000,58,0,0,0,0,2800000,0,NA,NA,0
-121.3354,38.8063,102081,LLNL,3/1/18,580000,0,7.2,590,0,0,49000,4.00E+06,0,0,750,510,36000,59,0,0,35000,76,2600000,0,NA,NA,0
-121.3354,38.8063,102081,LLNL,7/31/18,570000,0,6.8,690,0,0,51000,4200000,0,2,800,560,36000,49,0,0,26000,10,2600000,0,NA,NA,0
-121.3354,38.8063,102081,LLNL,3/5/19,570000,0,9.1,740,0,0,50000,4100000,0,0,750,570,36000,52,0,0,25000,23,2500000,0,NA,NA,0
-121.3354,38.8063,102081,LLNL,7/31/19,520000,0,5.4,770,0,0,47000,4200000,0,0,770,460,35000,47,0,0,32000,23,2500000,0,NA,NA,0
-121.3354,38.8063,102081,LLNL,2/26/20,560000,0,15,680,0,0,50000,4200000,0,0,720,490,35000,51,0,0,30000,70,2500000,0,0,0,0
-121.3354,38.8063,102081,LLNL,7/29/20,580000,0,13,720,0,0,49000,4200000,0,0,790,480,35000,47,0,0,20000,61,2400000,0,0,0,0
-121.3354,38.8063,102081,LLNL,3/3/21,570000,0,14,650,0,0,51000,4200000,0,0,740,820,37000,49,0,0,23000,62,2500000,0,0,0,0
-121.3354,38.8063,102082,LLNL,8/16/12,420000,0,0,200,0,0,29000,1400000,0,0,590,180,13000,51,0,0,17000,0,980000,2000,NA,NA,0
-121.3354,38.8063,102082,LLNL,8/28/13,430000,0,5,190,0,0,31000,1400000,0,0,540,180,13000,53,0,0,21000,14,1.00E+06,940,NA,NA,0
-121.3354,38.8063,102082,LLNL,9/24/14,430000,0,0,210,0,0,34000,1300000,0,0,640,190,14000,60,0,0,17000,33,1.00E+06,0,NA,NA,0
-121.3354,38.8063,102082,LLNL,6/18/15,440000,0,1,180,0,0,32000,1400000,0,2.5,580,200,14000,50,0,0,18000,0,1.00E+06,0,NA,NA,0
-121.3354,38.8063,102082,LLNL,3/10/16,440000,9100,15,320,0,0,41000,1500000,17,90,540,17000,19000,360,16,0,19000,11,950000,0,6.15,NA,200
-121.3354,38.8063,102082,LLNL,7/20/17,NA,65,11,200,0,0,NA,1400000,0,5.1,580,400,13000,120,0,0,15000,0,950000,0,NA,NA,74
-121.3354,38.8063,102082,LLNL,8/3/17,440000,0,2,200,0,0,32000,1400000,0,0,600,190,13000,56,0,0,16000,0,970000,0,NA,NA,0
-121.3354,38.8063,102082,LLNL,3/1/18,440000,0,2.2,180,0,0,30000,1400000,0,0,570,180,12000,61,0,0,21000,29,890000,0,NA,NA,0
-121.3354,38.8063,102082,LLNL,7/31/18,430000,0,2.2,200,0,0,31000,1400000,0,0,620,160,12000,45,0,0,17000,7.8,940000,0,NA,NA,0
-121.3354,38.8063,102082,LLNL,3/5/19,440000,0,3.1,220,0,0,32000,1400000,0,0,580,160,12000,50,0,0,17000,12,9.00E+05,0,NA,NA,0
-121.3354,38.8063,102082,LLNL,7/31/19,430000,0,2.3,200,0,0,32000,1400000,0,0,600,160,13000,42,0,0,22000,8.4,930000,0,NA,NA,0
-121.3354,38.8063,102082,LLNL,2/27/20,440000,0,5.4,200,0,0,33000,1400000,0,0,580,180,13000,46,0,0,16000,25,910000,0,0,0,0
-121.3354,38.8063,102082,LLNL,7/28/20,450000,0,4.4,200,0,0,33000,1500000,0,0,570,170,13000,44,0,0,17000,20,9.00E+05,0,0,0,0
-121.3354,38.8063,102082,LLNL,3/2/21,440000,0,5.4,190,0,0,38000,1500000,0,0,620,190,15000,43,0,0,21000,24,1.00E+06,0,0,0,0
-121.3354,38.8063,102083,LLNL,6/15/11,910000,30,1.6,73,0,0,17000,130000,1.65,0,390,220,12000,37,0,0,25000,7.3,470000,29000,NA,NA,0
-121.3354,38.8063,102083,LLNL,8/16/12,880000,0,2.2,75,0,0,15000,130000,1.9,0,370,210,11000,44,0,0,24000,10,440000,7500,NA,NA,0
-121.3354,38.8063,102083,LLNL,8/28/13,890000,0,3,84,0,0,16000,120000,1.5,0,320,440,12000,48,0,0,29000,0,490000,3000,NA,NA,0
-121.3354,38.8063,102083,LLNL,9/24/14,880000,0,0,98,0,0,17000,120000,2.6,0,360,230,12000,54,0,0,28000,0,440000,1600,NA,NA,0
-121.3354,38.8063,102083,LLNL,6/18/15,890000,0,0,83,0,0,16000,120000,1.9,0,360,230,13000,40,0,0,28000,0,460000,1300,NA,NA,0
-121.3354,38.8063,102083,LLNL,3/10/16,910000,0,2.2,96,0,0,16000,120000,1.7,0,350,220,12000,51,0,0,26000,6.8,430000,1000,NA,NA,0
-121.3354,38.8063,102083,LLNL,8/10/16,9.00E+05,0,1.3,100,0,0,16000,120000,2.6,0,360,220,12000,48,0,0,26000,7,430000,870,NA,NA,0
-121.3354,38.8063,102083,LLNL,8/2/17,890000,0,0,96,0,0,15000,120000,1.9,0,360,210,12000,50,0,0,25000,0,4.00E+05,690,NA,NA,0
-121.3354,38.8063,102083,LLNL,2/28/18,930000,0,1.2,82,0,0,15000,120000,1.7,0,360,210,11000,46,0,0,26000,8.1,4.00E+05,580,NA,NA,0
-121.3354,38.8063,102083,LLNL,7/30/18,910000,0,0,94,0,0,16000,120000,1.8,0,400,220,12000,44,0,0,26000,0,410000,830,NA,NA,0
-121.3354,38.8063,102083,LLNL,3/4/19,890000,0,0,110,0,0,16000,120000,1.1,0,350,210,12000,42,0,0,25000,0,410000,0,NA,NA,0
-121.3354,38.8063,102083,LLNL,7/30/19,880000,0,1.1,97,0,0,16000,120000,1.9,0,360,220,12000,45,0,0,29000,0,410000,0,NA,NA,0
-121.3354,38.8063,102083,LLNL,2/27/20,910000,0,1.5,92,0,0,17000,120000,0,0,370,220,12000,42,0,0,28000,0,4.00E+05,0,0,0,0
-121.3354,38.8063,102083,LLNL,8/14/20,910000,0,1.9,98,0,0,16000,120000,2.6,0,350,210,12000,48,0,0,30000,0,450000,0,0,0,0
-121.3354,38.8063,102083,LLNL,3/3/21,920000,0,1.7,94,0,0,16000,120000,2,0,370,230,13000,44,0,0,29000,5,410000,0,0,0,0
-121.8278,39.4634,102084,LLNL,8/16/12,470000,0,1.8,35,0,0,25000,32000,4.8,0,220,0,10000,34,0,0,9900,0,2.00E+05,0,NA,NA,0
-121.8278,39.4634,102084,LLNL,8/28/13,460000,0,1,42,0,0,23000,33000,1.1,0,190,75,9600,69,0,0,10000,0,190000,0,NA,NA,0
-121.8278,39.4634,102084,LLNL,9/24/14,470000,0,0,48,0,0,28000,35000,0,0,200,88,11000,76,0,0,11000,0,2.00E+05,0,NA,NA,0
-121.8278,39.4634,102084,LLNL,6/18/15,470000,0,0,56,0,0,25000,35000,0,0,210,82,10000,92,0,0,9900,0,190000,0,NA,NA,0
-121.8278,39.4634,102084,LLNL,3/10/16,480000,0,1.2,42,0,0,26000,35000,0,0,200,84,11000,71,0,0,9800,0,180000,0,NA,NA,0
-121.8278,39.4634,102084,LLNL,8/3/17,490000,0,0,49,0,0,27000,34000,0,0,220,88,10000,70,0,0,9800,0,2.00E+05,0,NA,NA,0
-121.8278,39.4634,102084,LLNL,2/28/18,480000,0,1.4,46,0,0,28000,33000,0,0,210,0,11000,68,0,0,9500,0,2.00E+05,0,NA,NA,0
-121.8278,39.4634,102084,LLNL,7/30/18,470000,0,0,40,0,0,27000,34000,0,0,230,0,10000,62,0,0,9200,0,2.00E+05,0,NA,NA,0
-121.8278,39.4634,102084,LLNL,3/4/19,470000,0,0,41,0,0,27000,34000,0,0,200,87,10000,67,0,0,10000,0,190000,0,NA,NA,0
-121.8278,39.4634,102084,LLNL,7/30/19,470000,0,0,43,0,0,27000,34000,0,0,210,80,10000,64,0,0,11000,0,180000,0,NA,NA,0
-121.8278,39.4634,102084,LLNL,2/27/20,480000,0,1.5,44,0,0,27000,36000,0,0,210,83,10000,61,0,0,11000,0,190000,0,0,0,0
-121.8278,39.4634,102084,LLNL,7/28/20,490000,0,0,43,0,0,26000,36000,0,0,220,80,10000,58,0,0,10000,0,170000,0,0,0,0
-121.8278,39.4634,102084,LLNL,3/2/21,480000,0,1,42,0,0,27000,35000,0,0,220,83,10000,59,0,0,11000,0,180000,0,0,0,0
-122.117,39.5856,102085,LLNL,6/15/11,140000,0,35,200,0,0,1800000,1.30E+07,4.55,0,90,4400,1.00E+06,460,25,0,110000,76,4600000,1500000,NA,NA,0
-122.117,39.5856,102085,LLNL,8/16/12,120000,0,210,200,0,0,1800000,1.30E+07,0,0,88,4400,950000,800,30,0,1.00E+05,300,4500000,1500000,NA,NA,110
-122.117,39.5856,102085,LLNL,8/28/13,120000,0,0,220,0,0,1800000,1.20E+07,0,220,90,4100,1.00E+06,1100,0,0,1.00E+05,110,4700000,1600000,NA,NA,0
-122.117,39.5856,102085,LLNL,9/24/14,130000,0,0,230,0,0,1900000,1.20E+07,0,0,86,4800,970000,1100,0,0,110000,150,4700000,1700000,NA,NA,0
