Federal Office of Meteorology and Climatology MeteoSwiss
MeteoSchweiz / MeteoSuisse / MeteoSvizzera / MeteoSwiss

Monthly homogenized values

Station:                  Genève / Cointrin
Altitude [m asl]:         411 m
Coordinates:              46° 14.9' N / 6° 7.7' E

Reference date of homogenization:
         Temperature:     01.12.2008
         Precipitation:   01.12.2007

Last inhomogeneity provisionally corrected:
         Temperature:     yes
         Precipitation:   no

Units:
         Temperature:     °C
         Precipitation:   mm

Missing values:           NA

Data source:              MeteoSwiss
Creation date:            20.01.2021


Year  Month        Temperature      Precipitation  
1864      1               -4.2               13.6  
1864      2               -0.7               17.2  
1864      3                5.3               32.7  
1864      4                8.3               35.2  
1864      5               13.5               68.9  
1864      6               15.6              115.2  
1864      7               19.3               37.7  
1864      8               17.4               87.8  
1864      9               13.5               84.8  
1864     10                8.1               69.9  
1864     11                3.7              104.0  
1864     12               -1.5                4.5  
1865      1                2.0               49.4  
1865      2               -0.4               56.6  
1865      3                0.5               30.6  
1865      4               12.4               18.3  
1865      5               15.7               81.7  
1865      6               17.8               75.9  
1865      7               19.8               52.0  
1865      8               17.2              138.4  
1865      9               16.2                3.2  
1865     10               10.3              156.9  
1865     11                5.7               70.3  
1865     12               -0.2               35.1  
1866      1                2.9               50.0  
1866      2                5.2               93.8  
1866      3                4.3              169.0  
1866      4                9.6               75.7  
1866      5               11.2              144.1  
1866      6               18.0               46.5  
1866      7               18.4              101.3  
1866      8               16.1               92.6  
1866      9               15.3              120.7  
1866     10               10.5               40.7  
1866     11                4.2               72.6  
1866     12                2.4               71.9  
1867      1                0.4              113.1  
1867      2                5.1               43.2  
1867      3                4.8              168.6  
1867      4                9.3              147.3  
1867      5               13.0              126.8  
1867      6               16.7               68.1  
1867      7               17.7               29.5  
1867      8               18.7               64.5  
1867      9               15.6               98.0  
1867     10                7.8               98.0  
1867     11                2.6                6.3  
1867     12               -0.8               20.1  
1868      1               -1.2               41.4  
1868      2                2.7                3.8  
1868      3                3.7               69.1  
1868      4                8.2               60.1  
1868      5               17.5               79.6  
1868      6               18.0               29.9  
1868      7               19.2               63.2  
1868      8               18.3               66.4  
1868      9               16.2              143.2  
1868     10                9.8               97.0  
1868     11                2.4               60.0  
1868     12                6.5              166.9  
1869      1                0.3               39.5  
1869      2                4.7               67.0  
1869      3                1.8               47.8  
1869      4               10.0               36.3  
1869      5               14.4              103.0  
1869      6               14.8               77.5  
1869      7               20.7               37.6  
1869      8               17.4               34.2  
1869      9               15.2               70.7  
1869     10                7.7               38.0  
1869     11                4.4               66.3  
1869     12                0.0               58.4  
1870      1               -0.4               17.0  
1870      2               -0.8               33.4  
1870      3                3.2               34.9  
1870      4                9.1               10.9  
1870      5               15.0               22.7  
1870      6               18.7               15.4  
1870      7               21.5               66.5  
1870      8               16.4              113.4  
1870      9               13.4               64.0  
1870     10                9.6              212.0  
1870     11                4.0              137.5  
1870     12               -2.5               54.7  
1871      1               -3.4               60.4  
1871      2                1.3               16.4  
1871      3                4.6               34.7  
1871      4                9.7               85.8  
1871      5               13.0               11.2  
1871      6               13.8               89.5  
1871      7               19.5              113.4  
1871      8               18.4               46.2  
1871      9               17.0               97.5  
1871     10                8.6               86.7  
1871     11                1.4               44.3  
1871     12               -5.0                6.8  
1872      1                0.7               99.8  
1872      2                1.5               92.6  
1872      3                5.6               32.0  
1872      4                9.2               95.0  
1872      5               12.1              143.0  
1872      6               16.4               86.7  
1872      7               19.4              127.3  
1872      8               17.4              128.3  
1872      9               16.0               24.1  
1872     10                9.5              250.7  
1872     11                7.2               81.1  
1872     12                3.3               63.0  
1873      1                1.8               59.0  
1873      2                1.1               28.3  
1873      3                6.8               93.2  
1873      4                7.7               40.4  
1873      5               11.8               63.6  
1873      6               17.0               78.4  
1873      7               20.9               87.9  
1873      8               19.8               76.8  
1873      9               14.2               69.2  
1873     10               10.3               87.4  
1873     11                5.1               73.3  
1873     12                0.0               10.7  
1874      1               -0.3               13.4  
1874      2                1.0               16.0  
1874      3                4.7               17.5  
1874      4               10.4               64.8  
1874      5               10.2               80.9  
1874      6               17.4              100.9  
1874      7               20.8               68.9  
1874      8               16.6               78.4  
1874      9               15.6               22.5  
1874     10                9.2               50.9  
1874     11                3.2               68.8  
1874     12               -0.7              110.0  
1875      1                2.2               81.5  
1875      2               -1.0               17.1  
1875      3                3.9               17.8  
1875      4                8.7               27.8  
1875      5               15.5               53.2  
1875      6               17.7              112.9  
1875      7               17.0              193.4  
1875      8               18.8              112.3  
1875      9               16.2               24.0  
1875     10                8.8              187.4  
1875     11                4.9              108.0  
1875     12               -0.9               12.1  
1876      1               -1.6                5.0  
1876      2                3.0               77.8  
1876      3                5.1              134.9  
1876      4                8.4              151.5  
1876      5               10.6               43.5  
1876      6               16.4               89.8  
1876      7               19.8               20.5  
1876      8               18.9              153.1  
1876      9               13.3              114.9  
1876     10               11.6               16.5  
1876     11                3.3               96.2  
1876     12                4.9               91.9  
1877      1                3.5               43.8  
1877      2                3.9               62.3  
1877      3                4.0               80.8  
1877      4                8.4               64.6  
1877      5               11.1              238.8  
1877      6               19.0               50.4  
1877      7               18.2               97.0  
1877      8               19.1              103.3  
1877      9               12.9               23.6  
1877     10                7.3               64.8  
1877     11                6.3              142.7  
1877     12                2.3               47.8  
1878      1               -1.0               42.4  
1878      2                1.4               17.7  
1878      3                4.0               21.9  
1878      4                8.7              130.2  
1878      5               14.1              158.5  
1878      6               16.1              121.9  
1878      7               18.2               50.1  
1878      8               17.8              244.5  
1878      9               14.3               23.0  
1878     10               10.0              159.8  
1878     11                3.1               64.0  
1878     12               -1.6              130.7  
1879      1               -0.4               49.5  
1879      2                2.9               86.0  
1879      3                5.6               15.8  
1879      4                6.6               80.4  
1879      5                9.4               94.4  
1879      6               17.1               66.6  
1879      7               16.1              192.8  
1879      8               19.2               70.3  
1879      9               14.4               68.7  
1879     10                8.1               47.0  
1879     11                1.8               56.2  
1879     12               -6.1               38.2  
1880      1               -4.0               11.5  
1880      2                1.5               43.8  
1880      3                6.9                5.5  
1880      4                9.5               84.7  
1880      5               12.0               44.3  
1880      6               14.6              156.0  
1880      7               19.8               42.9  
1880      8               17.1               92.5  
1880      9               15.0              167.4  
1880     10               10.9              167.4  
1880     11                6.0               76.8  
1880     12                5.5               50.0  
1881      1               -1.7               61.2  
1881      2                3.1               48.7  
1881      3                6.5               44.1  
1881      4                8.8               64.7  
1881      5               12.5               94.7  
1881      6               16.6               41.2  
1881      7               21.6               50.1  
1881      8               18.8              142.5  
1881      9               12.6              148.7  
1881     10                6.5              114.1  
1881     11                5.6               93.8  
1881     12                0.4               47.0  
1882      1               -0.2               12.4  
1882      2                1.4               17.9  
1882      3                6.5               40.4  
1882      4                8.7              114.2  
1882      5               13.0               94.8  
1882      6               15.4              111.3  
1882      7               16.6               87.6  
1882      8               16.5               95.4  
1882      9               12.8              171.2  
1882     10               10.0              121.9  
1882     11                5.9              139.7  
1882     12                2.3              151.8  
1883      1                1.7               50.8  
1883      2                3.8               35.7  
1883      3                1.7               28.2  
1883      4                7.8               45.2  
1883      5               13.4               53.5  
1883      6               15.7               71.3  
1883      7               17.1              165.0  
1883      8               17.0               34.6  
1883      9               13.4              153.8  
1883     10                8.3              107.6  
1883     11                5.5               65.6  
1883     12                0.5               67.9  
1884      1                2.3               34.2  
1884      2                3.5               38.8  
1884      3                6.2                0.5  
1884      4                8.2               28.1  
1884      5               14.3               80.2  
1884      6               14.2               33.5  
1884      7               19.3               97.9  
1884      8               18.3               52.1  
1884      9               14.4               69.0  
1884     10                8.5               29.6  
1884     11                2.3               18.2  
1884     12                2.1               59.3  
1885      1               -2.4                6.8  
1885      2                4.3               88.2  
1885      3                4.9               34.0  
1885      4                9.2               67.4  
1885      5               11.0               74.3  
1885      6               17.6               52.2  
1885      7               19.8               20.0  
1885      8               18.0               64.1  
1885      9               13.3              207.3  
1885     10                8.0              158.5  
1885     11                5.4               53.7  
1885     12                1.7               25.8  
1886      1               -1.4               72.0  
1886      2               -0.6               45.5  
