x,y,Au,Ag,As,Ba,Be,Bi,Cd,Co,Cr,Cu,Mn,Nb,Ni,P,Pb,Rb,Sb,Sn,Ti,V,W,Zn,Zr,Si,Al,Fe,Mg,Ca,Na,K
27.419,2.1152,0.6055,0.074494,5.666,549.4,2.0143,0.20685,0.097236,6.0742,33.1,10.815,381.4,9.792,12.789,603.4,19.628,102.7,0.61446,2.22,2878,47.9,1.092,38.886,327,6.431e+05,1.245e+05,25500,10500,22700,21600,29500
24.413,21.104,1.3198,0.080906,9.4808,586.4,2.3568,0.35385,0.1065,9.5887,49.4,16.149,520.4,14.44,21.305,647.6,22.698,110,1.0845,1.89,3770.1,65.8,1.767,51.842,454.8,6.378e+05,1.378e+05,38300,15300,19200,16700,28600
29.202,9.3285,0.7029,0.081898,6.0908,585.6,2.1261,0.2499,0.12882,6.4064,38,11.319,435.7,13.9,12.023,530.1,21.26,106,0.61908,2.1,3583.1,52.5,1.33,41.932,551.5,6.669e+05,1.322e+05,29100,10700,13800,22300,30400
30.065,5.5085,0.9647,0.063317,8.0816,570.6,2.0654,0.2104,0.064532,5.6734,38.7,10.681,328.9,12.172,14.894,566.9,18.173,104.8,0.5911,4.53,3195.7,49.1,1.1681,40.976,419.2,6.504e+05,1.307e+05,30100,11300,15000,20700,29700
19.855,30.847,0.99984,0.12443,17.52,662.9,2.6875,0.37412,0.12132,11.5,68.47,21.448,751.8,12.944,24.622,608.8,28.516,122.6,0.8964,2.64,4260,83.497,1.925,70.822,296.7,6.245e+05,1.515e+05,47200,15300,18600,17100,27590
20.415,14.983,0.8722,0.064988,7.854,563.7,2.0885,0.21945,0.073149,6.6572,40.8,9.4605,342.1,12.31,16.527,437.4,18.757,91.6,0.66759,2.18,3101.7,54.5,1.228,39.416,310.5,6.563e+05,1.241e+05,31400,10400,13900,20300,27500
30.821,3.7261,0.8106,0.056113,6.3056,579.5,1.9053,0.16939,0.064977,4.5437,26.2,8.07,269.8,9.0137,10.061,363.2,18.133,103.2,0.46345,1.78,2169.6,40.5,0.86249,28.741,254.3,7.177e+05,1.182e+05,19300,8200,12300,23500,32200
7.6125,20.154,1.4951,0.076905,8.3108,543.3,2.146,0.2751,0.11005,8.4965,43.6,14.296,448.3,12.67,22.01,468.7,21.548,105.3,0.8855,2.42,3347.9,67.5,1.344,49.131,363.7,6.465e+05,1.264e+05,37100,11900,14500,19000,29000
36.896,28.994,1.5416,0.055655,9.5758,568.6,2.387,0.35882,0.13998,14.329,61.27,27.121,725.3,14.133,32.376,483.1,22.057,100.3,1.046,2.5573,3681.8,76.883,1.8529,66.872,294.6,5.409e+05,1.243e+05,40200,25200,72600,24800,23500
26.214,3.5221,0.7337,0.060974,8.0816,518.9,1.7973,0.17955,0.08227,5.9048,40.6,12.485,343.1,7.775,14.469,388.4,18.135,94.1,0.65026,1.91,2650.7,60.8,0.95,33.071,171.6,5.26e+05,1.114e+05,27400,21200,88400,16700,23600
16.689,1.5786,0.4125,0.06038,4.8356,571.7,1.9107,0.13372,0.044425,4.4257,27.1,8.646,325.5,9.367,8.2226,394.3,16.086,88.4,0.45184,1.52,2363.6,38.3,0.84138,25.982,250.9,7.043e+05,1.249e+05,19900,7400,12200,25100,32900
15.304,1.5977,0.6875,0.05534,4.8356,554.8,1.9549,0.17497,0.088415,5.0347,27,9.8021,375.8,11.38,9.0122,443.5,17.416,105.8,0.48963,2.37,2582.2,40.1,0.93024,32.472,310.8,6.601e+05,1.202e+05,21500,9100,18300,25100,30200
10.531,27.617,0.4416,0.05296,5.8776,559.6,1.9498,0.18788,0.05625,4.5738,24.5,8.4447,324.9,9.214,9.5413,401.2,18.537,112.4,0.44074,1.7387,2290.2,37.4,0.94398,29.81,225.5,6.819e+05,1.184e+05,21300,6900,11400,25800,32000
14.3,27.988,0.5593,0.08496,9.264,521.3,1.9766,0.28317,0.09636,9.5025,49.3,18.425,492.6,10.45,21.305,631.2,17.642,93.3,0.72081,1.52,3333,71.8,1.5214,48.686,208.5,4.334e+05,1.041e+05,38500,24300,1.452e+05,15800,17800
35.816,11.287,1.0367,0.065955,6.9596,601.7,2.4019,0.24341,0.078488,6.8911,44.3,11.334,414.6,13.183,16.394,560.7,20.966,106.1,0.7038,1.9,3307.8,57.3,1.4077,43.915,344.8,6.596e+05,1.362e+05,32900,10700,13700,20500,28800
35.64,18.727,1.2219,0.097824,7.854,615.6,2.2815,0.29018,0.1179,9.4431,49.5,17.442,539.7,11.478,17.409,692.2,23.949,106.9,0.6969,2.79,3595.6,64.7,1.3347,58.077,271.9,6.439e+05,1.349e+05,38700,17300,16300,19100,29600
30.239,7.3635,0.4672,0.054501,5.0408,563.9,1.8576,0.15571,0.062691,4.0326,27.1,6.5883,281.2,10.662,9.39,381.4,17.61,94.4,0.46575,2,2506.4,39.9,0.85446,30.09,271.5,6.765e+05,1.229e+05,21000,8200,12000,25000,31100
3.8231,6.2331,2.9895,0.080266,9.008,556,2.207,0.2604,0.06952,7.7137,44.6,17.088,405.8,12.87,24.52,584.8,18.911,97.7,0.8459,1.9,3165,62.7,1.408,47.153,345.2,6.002e+05,1.265e+05,35100,13700,42200,16700,25300
20.124,22.945,1.9758,0.08192,9.96,447.5,1.4856,0.26565,0.13989,8.5437,43.3,18.848,411,9.464,22.008,424.5,17.195,69,1.1527,1.47,2665.6,61.3,1.358,45.649,181.1,3.302e+05,75600,30300,38700,2.133e+05,9200,13800
1.6563,36.816,0.5337,0.05558,5.2476,526,2.1176,0.18375,0.07607,4.4372,26.1,8.8579,266,9.476,9.9394,335.6,20.391,108.1,0.5478,1.956,2261.6,39.9,1.011,33.888,273.1,6.556e+05,1.222e+05,21100,7200,11400,25600,29500
16.722,2.7827,0.64911,0.0573,7.628,591.6,2.2804,0.22801,0.06025,5.6007,41.3,8.9529,344.1,12.74,13.524,486.2,19.149,107,0.50271,1.91,2943.9,50.2,1.1502,38.214,375.4,6.471e+05,1.463e+05,30000,10700,14000,19400,29300
36.872,20.41,0.6362,0.065931,7.276,583,2.1825,0.24509,0.070908,6.1262,34.5,11.33,415,11.499,12.297,559.5,22.358,109.1,0.6256,3.45,2942.9,49.8,1.2477,39.916,352.4,6.808e+05,1.252e+05,27500,8800,12100,22800,30900
38.624,32.196,0.9443,0.111,9.3361,573.4,2.4371,0.41882,0.15128,14.624,63.953,26.1,645.5,15,31.482,634.3,26.158,106.6,1.0512,2.768,4132.1,82.281,2.0078,76.331,252.5,5.262e+05,1.354e+05,42500,25000,72300,13800,24220
37.506,23.258,1.1653,0.073262,6.74,605.1,2.0016,0.2279,0.07231,6.0069,43.9,10.763,387.8,11.03,12.987,586.3,20.366,105,0.5589,2.1,3105.2,51.9,1.1658,42.188,333.6,6.655e+05,1.359e+05,28800,11400,13200,20200,29700
24.331,33.392,1.5082,0.18508,9.9692,623,2.6258,0.59667,0.15167,12.733,60.18,24.134,655.8,14.084,27.856,571.7,35.937,113.5,1.412,2.6736,3970.4,80.647,1.8889,80.117,268.9,5.866e+05,1.404e+05,42500,18600,48600,18300,27450
13.88,6.2473,0.9904,0.06188,8.0816,572.7,2.2238,0.20075,0.066855,6.8891,34.2,11.176,354.7,11.55,17.23,422.7,17.004,103.3,0.56715,5.17,2912.7,51.8,1.1417,36.476,358.7,6.702e+05,1.216e+05,28800,10000,13700,22300,30000
38.398,10.424,0.9339,0.081322,8.4592,589,2.3555,0.28428,0.063764,8.0166,41.2,13.902,451.4,13.091,19.915,425.1,21.49,109.8,0.68885,2.22,3478.5,61.4,1.5189,51.767,348.4,6.548e+05,1.337e+05,36800,11000,14300,20400,28500
19.786,31.248,0.99324,0.084726,14.442,669.9,2.7578,0.32941,0.12084,10.818,63.66,20.819,756.9,12.456,22.844,603.9,21.999,125.4,0.7758,2.722,4147.9,85.577,1.755,63.625,303.7,6.326e+05,1.522e+05,45600,15400,16100,17700,28980
37.736,34.316,1.2973,0.11232,15.747,658,2.072,0.36778,0.13112,16.156,73.18,26.559,896.5,12.558,37.311,362.4,21.972,94.2,1.297,2.313,3867.7,89.409,1.7565,64.73,206.8,4.824e+05,1.213e+05,47000,24800,1.137e+05,6500,20500
7.0034,11.998,0.4569,0.063886,7.854,533.8,2.068,0.20685,0.06266,5.4446,30.5,10.867,361.8,10.82,12.07,605.4,17.84,110.5,0.6864,2.08,2844,46.6,1.193,36.215,371.2,6.485e+05,1.193e+05,27700,8100,12400,25000,29400
8.398,21.888,0.6362,0.058357,5.666,554.2,2.02,0.1995,0.08709,6.5168,28.5,11.021,440.9,10.02,12.99,445.4,18.355,112.1,0.6358,1.89,2532,46.5,1.083,34.608,251.2,6.649e+05,1.119e+05,26100,9600,16000,24000,29900
15.603,4.4713,0.7285,0.06486,5.666,556.1,2.059,0.19771,0.07886,6.0343,34.5,10.504,342.4,11.01,12.453,483.8,17.286,96.3,0.55511,3.74,3057.8,53,1.1012,38.225,303,6.411e+05,1.22e+05,28500,9900,14400,23000,27700
8.4737,17.535,0.4672,0.06017,5.0408,539.2,1.812,0.17955,0.06773,6.5137,31.9,10.465,423.5,10.7,12.87,419.8,16.882,101.3,0.5456,2.33,2882.1,51.2,0.987,33.928,392.2,6.133e+05,1.161e+05,26500,14600,44500,21400,28100
22.732,33.963,0.8608,0.10022,9.9692,608.1,2.5511,0.3,0.10013,8.6678,55.7,13.157,462.5,12.642,19.8,352.8,20.526,109.1,0.802,2.883,3679.8,69.097,1.5489,51.983,406.8,6.641e+05,1.323e+05,34600,11200,15000,22700,27640
12.464,12.75,1.294,0.06706,7.628,510.7,2.0343,0.19918,0.08546,7.4466,36.8,15.4,406.4,9.932,16.916,632.6,17.087,94.8,0.63095,1.93,2878.4,57.2,1.1054,37.433,243.7,5.401e+05,1.089e+05,30700,14100,76300,20900,23800
2.8742,2.5832,2.7496,0.0752,11.688,451.8,1.6217,0.2331,0.1127,8.4493,37.5,20.515,383.2,10.209,22.053,464.1,16.632,82.7,0.7843,1.4774,2763.1,65,1.224,41.591,217.5,3.819e+05,84700,31100,16500,1.786e+05,12200,15500
24.238,6.3742,0.3034,0.068568,6.522,571.7,2.0914,0.21525,0.0931,6.3338,32.6,11.508,397.9,11.73,12.589,420.6,18.804,104.5,0.64333,2.21,3019.5,48.8,1.152,39.121,431.5,6.716e+05,1.212e+05,27500,9100,13600,23300,29500
19.191,25.809,0.6516,0.11244,14.807,570.6,2.4337,2.1987,0.1246,12.012,63.8,23.646,911,12.68,26.397,712.6,23.797,109.2,2.5329,2.07,3862.5,76.7,2.263,58.584,287.8,6.092e+05,1.351e+05,48500,14300,19200,16600,26000
5.1226,27.453,0.6567,0.062403,5.456,549.7,1.997,0.1995,0.07376,5.4878,42.1,10.939,409.7,10.34,11.22,712.9,18.437,108.4,0.5918,2.31,2970.3,51.4,1.076,38.079,284.8,6.644e+05,1.32e+05,27600,10300,14200,21900,31300
31.709,7.4421,1.1498,0.081094,7.4036,585.4,2.2455,0.25391,0.042791,6.5421,43.3,11.204,374.5,11.892,16.03,598.6,18.023,102.1,0.59915,2.29,3459.8,61.4,1.2855,46.19,347.4,6.457e+05,1.363e+05,32700,12000,15200,20200,28000
19.311,5.8941,0.2421,0.05982,5.456,599.6,2.1152,0.19215,0.06866,7.0928,46.1,11.876,421.7,12.2,14.459,663.8,17.489,103.6,0.56364,2.25,3662.8,57.2,1.106,39.151,429.3,6.439e+05,1.372e+05,33400,11600,16800,20200,28500
15.558,14.753,2.1157,0.09376,9.7196,553.8,2.2856,0.32101,0.097585,11.109,51.7,21.241,539.3,12.69,28.948,538.4,19.829,100.3,0.97149,1.48,3721.2,79.1,1.5286,59.466,270.6,5.898e+05,1.289e+05,45600,16000,37800,15600,24600
5.6628,24.277,0.1807,0.06424,6.74,550.6,2.048,0.22155,0.0848,6.2047,28.9,12.988,383.7,8.647,12.66,486.1,18.911,113.3,0.6182,2.35,2476.3,45.5,1.099,40.397,209.7,6.479e+05,1.146e+05,26900,8000,11200,23700,29600
7.7826,17.561,1.4177,0.065775,6.3056,529.8,1.85,0.2079,0.09315,7.1163,37.7,11.897,408.1,10.7,15.88,386.6,17.386,84.2,0.6358,1.84,3169.9,59.8,1.054,38.203,387.4,5.301e+05,1.11e+05,29000,12100,96500,19000,22700
6.7913,2.5482,2.3232,0.084065,8.5416,501.1,1.92,0.22785,0.10245,7.0503,48.7,12.782,357.2,10.36,20.84,529.8,17.294,92.1,0.6578,2.04,2983.9,58,1.155,45.67,390.9,4.949e+05,1.143e+05,35700,18000,98500,14100,21500
31.351,35.383,1.0435,0.070228,9.7131,590.4,2.567,0.34,0.10454,13.388,60.833,21.959,688.6,14.047,27.459,431,23.358,104.5,0.9396,3.2,4218.7,84.271,1.84,63.354,246.6,5.537e+05,1.379e+05,43800,19800,68900,16200,24400
4.6285,30.321,0.3341,0.056475,4.8356,537.6,1.906,0.16905,0.08305,4.7205,27.4,8.685,315.9,7.839,10.78,455.2,18.015,100.5,0.4697,1.58,2043.5,37.1,0.915,31.096,152.5,6.532e+05,1.15e+05,21300,8000,10200,25000,30500
6.0884,21.995,0.6465,0.068979,5.666,541.4,2.0174,0.1952,0.052252,5.3908,23.7,9.3212,331.6,10.102,10.095,463.1,18.796,106.3,0.55297,1.93,2639.4,41.6,1.0967,32.608,228.2,6.687e+05,1.143e+05,21400,8600,12500,25100,30200
26.889,25.761,0.9544,0.14465,13.919,609.1,2.3609,0.462,0.15574,12.122,58.7,21.578,699,13.06,25.4,749.2,29.647,109.4,1.3883,2.63,3969.7,81,1.803,67.649,290.9,6.056e+05,1.374e+05,47800,16200,19200,15100,26200
27.353,8.3516,0.416,0.059342,4.8356,550.7,1.9279,0.1575,0.059052,4.6563,37,8.8872,348.5,11.21,8.4116,502.1,17.825,102.1,0.54863,9.07,2855.1,43.1,0.968,30.891,396,6.684e+05,1.218e+05,20100,11300,19700,27600,31900
33.648,34.05,0.9987,0.077975,10.866,527.3,2.321,0.34588,0.14427,13.506,60.28,23.074,570.2,13.689,30.188,567.7,21.301,96.3,1.01,2.266,3717,78.378,1.8976,68.613,241.8,5.194e+05,1.212e+05,41100,20800,84600,14700,22300
20.646,33.634,0.4446,0.11753,10.915,666.8,2.7062,0.38353,0.21708,10.66,59.573,23.476,723.6,12.4,23.282,764.7,30.181,121.8,0.8442,2.6248,3730.2,73.271,1.7956,73.578,256.4,6.322e+05,1.381e+05,40000,11800,16500,20500,29910
2.9154,12.648,0.8517,0.08168,5.666,540.2,2.0966,0.2268,0.06766,5.6357,42,10.08,354.1,15.669,11.46,560.8,19.32,106,0.5874,2.4241,3421.7,50.9,1.135,35.319,486.5,6.82e+05,1.26e+05,24900,10000,17100,27000,31000
17.219,22.116,0.83523,0.09294,9.2436,514.8,1.9539,0.28849,0.12951,9.3103,43,16.093,449.9,9.971,21.095,427.8,16.458,86.8,0.86072,1.65,2749.6,59.4,1.0879,54.032,259.1,4.743e+05,1.074e+05,37200,42200,1.088e+05,22800,21200
35.31,8.3175,0.2932,0.073502,5.8776,579.9,2.1302,0.20786,0.057571,5.9175,42.4,10.919,410.8,11.943,13.23,618.3,18.201,106.7,0.5428,2.19,3336.7,55.5,1.3028,35.497,343.6,6.505e+05,1.327e+05,30500,10800,14900,20400,29600
17.272,25.852,1.4971,0.09832,13.919,611.1,2.5523,0.36756,0.11682,12.107,62.4,22.66,713.7,14.4,25.735,808.4,23.158,115,0.97823,2.64,4100.5,82,1.8112,68.277,277.4,6.169e+05,1.418e+05,50900,14400,16200,14000,26400
26.791,16.62,0.4774,0.11056,7.628,549.4,2.1757,0.3318,0.11971,6.2832,42.1,11.182,357.6,13.31,15.005,652.8,21.25,109.4,0.74728,2.8,3539.1,56.8,1.366,47.727,470,6.489e+05,1.376e+05,32600,11000,13700,21500,29700
5.7183,22.487,0.5491,0.063884,6.0908,546.3,2.004,0.1995,0.06554,5.6629,30.6,10.63,362,9.4,12.11,424.8,18.87,110.5,0.5632,1.98,2493,45.9,1.053,37.152,217.2,6.562e+05,1.184e+05,25700,9200,12400,23100,29900
27.312,10.142,0.3494,0.062084,4.632,567.9,1.912,0.2163,0.084062,5.4131,37.5,8.9975,436.9,12.01,9.0647,593.6,19.936,98.8,0.58096,1.82,3275.9,46.5,1.116,38.153,364.8,6.425e+05,1.231e+05,23300,20800,30400,30600,31700
33.785,22.318,1.0161,0.10904,5.666,578.1,1.8412,0.25129,0.12807,6.0519,32.3,10.614,377.3,10.979,13.689,469.8,20.265,83.4,0.6854,1.43,2764.9,46.8,1.1171,52.633,363.7,4.815e+05,1.007e+05,22700,13200,1.284e+05,18500,22300
39.039,7.5591,0.5696,0.066446,6.9596,568.6,2.2093,0.2422,0.085754,6.2513,39.7,11.45,398.1,12.522,14.389,563.2,20.658,111.4,0.70955,1.96,3191.8,53.2,1.3408,43.603,323.5,6.558e+05,1.343e+05,30400,10300,13900,20500,30500
30.782,16.941,0.6003,0.058564,6.9596,587.5,2.1493,0.23509,0.076269,6.503,40.7,12.433,401.4,11.509,13.803,711.3,20.265,102.1,0.69345,2.07,3493.8,55.9,1.2371,44.848,295.1,6.395e+05,1.313e+05,31800,10600,15700,22300,28800
22.113,11.324,1.3352,0.070298,7.4036,479.9,1.6955,0.2058,0.093079,7.2006,40.2,12.726,361.8,8.875,16.307,565.2,16.868,87.9,0.70339,1.91,2820.1,53.6,1.095,36.442,251.3,4.355e+05,95200,28000,14200,1.45e+05,13800,19600
24.332,35.461,0.9821,0.089625,9.577,634.6,2.5191,0.31667,0.06743,10.251,50.94,15.212,519.4,13.274,23.333,336.7,21.832,108.4,0.848,2.4171,3763.7,69.837,1.6044,78.983,376,6.505e+05,1.359e+05,35800,14000,27400,21800,27360
2.6953,29.474,0.6413,0.05095,4.2296,557.3,1.9751,0.1617,0.0585,4.4989,25.8,8.0549,311.5,9.5884,9.2606,397.3,17.094,108.9,0.4367,3.1628,2157.4,38,1.022,26.636,207.4,6.695e+05,1.14e+05,21400,6700,10600,25600,30700
31.073,6.3534,0.5645,0.064834,5.456,592.3,2.0728,0.19503,0.080518,5.7437,32.8,9.193,335.2,11.679,12.185,532.5,18.056,101.2,0.49105,1.73,3245.4,52.2,1.0848,36.615,336.9,6.654e+05,1.326e+05,28300,9900,15600,24600,29500
5.774,2.5409,0.6824,0.063258,4.2296,486.5,1.681,0.1827,0.09096,4.429,28.6,8.482,352.6,10.98,8.936,308.7,16.789,94.3,0.4763,1.98,2572.3,36.4,0.829,32.589,432.9,5.662e+05,98100,18900,42900,64100,23100,26800
26.291,6.4874,1.047,0.078622,9.7196,570,2.2884,0.294,0.12746,11.099,53.3,20.297,626.7,11.15,25.022,425.4,21.232,96.2,1.0337,3.05,3604.6,80.6,1.765,55.865,209.8,5.346e+05,1.273e+05,42500,20500,80400,15800,22600
3.7432,14.785,2.152,0.0796,9.7196,501.3,2.095,0.2415,0.1129,10.058,47.9,19.755,490.8,9.015,23.95,368,18.53,98.9,0.8162,1.94,2785.7,72.7,1.221,52.963,193.4,5.475e+05,1.293e+05,38300,43400,67200,36400,25000
12.309,36.864,0.4211,0.06418,10.202,464.8,1.9096,0.28233,0.11731,11.319,62.4,24.398,568.5,10.68,29.558,446.7,18.043,93.8,0.96451,1.77,3329.6,78.2,1.3661,58.102,170.5,4.62e+05,1.074e+05,42400,35800,1.248e+05,12200,20500
9.4178,34.988,0.862,0.05586,6.74,613.8,2.506,0.23635,0.085335,6.0679,35.1,13.255,390.2,10.91,13.745,532.8,16.814,108,0.67873,1.7579,2895.2,48.3,1.0872,51.931,311.7,6.792e+05,1.277e+05,28300,8600,12400,23100,30700
37.861,25.918,1.2992,0.075943,7.628,565.7,1.9767,0.24569,0.096603,6.8488,48.1,11.593,415.5,15.953,16.672,566.6,20.127,102.9,0.57845,5.97,3650.5,61.4,1.4224,42.544,602.8,6.524e+05,1.358e+05,32300,13000,17400,18700,27800
21.032,36.046,1.375,0.03951,9.3809,582.4,1.972,0.29222,0.06069,9.4356,45.55,11.846,418.8,10.747,22.656,314.7,18.284,81.2,0.864,2.125,3424.5,61.627,1.4089,43.961,221.8,5.001e+05,1.145e+05,32100,15700,1.359e+05,17300,21130
1.6869,8.8732,2.3959,0.08513,6.9596,461.2,1.8316,0.2268,0.12271,8.0068,42,14.339,411,12.161,22.701,789.7,17.283,87,0.6974,6.9499,3081.6,59,1.218,39.808,322.9,4.138e+05,92700,31600,12700,1.45e+05,11700,18100
30.027,28.544,2.3689,0.075334,11.58,503.1,1.8453,0.25667,0.14677,10.513,48.31,22.981,479.3,10.298,28.263,436.9,20.378,86.4,1.0377,3.235,3174.2,66.745,1.331,50.599,208.7,4.159e+05,99000,36000,41800,1.497e+05,24700,17100
37.207,1.7006,1.1447,0.099818,5.666,538.6,2.1629,0.22653,0.12132,7.4924,43.4,15.883,521.9,11.306,16.113,843.7,20.763,105.3,0.6969,3.1,3450.8,64.6,1.0941,50.002,270.8,6.11e+05,1.278e+05,35700,15300,26800,17700,28500
10.431,1.9888,0.3188,0.0603,6.3056,559.5,2.1063,0.18809,0.07605,5.4747,34.2,10.284,372,11.1,10.931,593,17.788,107,0.48542,1.5946,2944.3,47.6,1.033,34.892,312,6.572e+05,1.271e+05,26400,9800,15900,22800,29300
4.7574,2.5337,1.2425,0.06555,5.8776,532.6,1.821,0.17745,0.07657,5.5435,24.7,11.278,305.2,8.053,13.23,268,17.943,101,0.5621,1.84,2005,38.6,0.956,33.753,208.9,6.101e+05,1.068e+05,21000,11800,52500,22900,27200
18.49,1.0702,1.7695,0.08824,8.5416,482.5,1.9076,0.31437,0.15282,9.7923,53.5,19.393,488.4,11.59,27.027,461.4,19.841,84.6,0.99481,1.72,3415.5,78.7,1.2544,61.622,234.3,4.714e+05,1.119e+05,40900,17000,1.148e+05,9500,19600
32.41,36.908,1.4251,0.13523,10.649,618.2,2.7237,0.39529,0.11291,14.471,70.523,24.653,762.9,15.188,30.176,632,25.946,117.6,0.9342,3.468,4283.8,87.986,2.0067,68.295,312.4,6.168e+05,1.476e+05,47400,17400,18600,17700,27140
9.4104,35.945,0.708,0.07094,6.0908,567.4,2.2197,0.20389,0.063715,4.8373,35.9,10.517,313.9,10.32,10.91,484.9,16.837,101.6,0.54434,9.9902,2844.5,44.6,0.99259,37.004,335,6.764e+05,1.266e+05,23900,8000,12000,24900,31000
4.7121,18.341,1.0213,0.078186,8.0816,536.6,1.965,0.2226,0.09202,7.3068,41.3,12.339,381,10.76,16.92,510.9,17.592,94.7,0.5984,2.17,3043,56.7,1.172,41.983,338.9,5.386e+05,1.171e+05,31500,20500,82200,18500,23500
13.764,14.799,0.8568,0.08144,8.3108,608,2.2815,0.24182,0.091265,8.5239,46.4,17.446,540,12.26,18.711,732.4,18.72,111.3,0.6917,2.12,3528,63,1.3611,48.565,291.3,6.431e+05,1.412e+05,39000,12600,14400,17200,28400
37.914,33.855,1.5972,0.094125,10.876,557.9,2.272,0.34667,0.12408,13.222,59.41,22.337,678.9,12.484,29.556,557.9,20.729,97,0.941,1.805,3952.2,79.199,1.8424,60.374,288.6,5.12e+05,1.235e+05,42100,21600,81200,12400,21400
36.628,31.615,1.4029,0.11271,9.5246,562.8,2.2464,0.33294,0.13759,13.235,52.423,24.982,620.4,13.482,28.882,488.9,23.275,97.7,1.0728,2.635,4097.1,74.165,1.7756,61.836,262.9,5.077e+05,1.294e+05,40400,23800,92300,13400,22070
7.9835,10.956,0.8774,0.072425,10.691,549.2,2.169,0.2499,0.09705,6.2109,35.5,13.05,405.2,10.42,13.78,634.8,19.879,112,1.1231,2.46,2925.2,53.8,1.409,45.65,263.8,6.564e+05,1.279e+05,31000,10000,14200,22800,29100
15.082,29.724,0.7593,0.0698,6.9596,612.8,2.2794,0.31064,0.12202,9.0563,53.7,14.19,546.6,12.93,18.858,714.4,20.932,108.7,0.7598,2.42,3617.9,64.8,1.488,55.319,302.8,6.481e+05,1.347e+05,40700,13000,14500,17600,28000
8.6472,11.763,1.5828,0.062552,7.4036,525.5,1.547,0.1932,0.09584,12.432,35.5,16.171,451.8,6.926,14.04,424.9,15.914,77.4,2.7588,1.24,2548.6,52.7,0.862,36.338,147.3,4.368e+05,88200,25900,40100,1.412e+05,19100,19400
10.849,11.996,0.9955,0.07092,9.4808,561.7,2.2197,0.22612,0.071095,6.8229,43.7,12.969,411,11.82,16.18,586.5,18.495,104.6,0.5806,1.8155,3304.1,61.9,1.3521,42.075,342.5,6.361e+05,1.31e+05,33300,11000,14000,20600,27800
3.8261,2.5896,1.3043,0.06232,9.2436,530.2,2.1176,0.22155,0.07794,7.4414,37.9,12.333,347,12.284,15.481,365,18.879,93.3,0.6523,2.3305,3059.9,56.1,1.164,40.768,389.2,5.721e+05,1.135e+05,28100,12800,68100,20300,24400
23.326,4.6043,0.7234,0.063222,8.774,599.9,2.0041,0.2121,0.077025,8.5514,38.3,17.325,413.5,9.903,17.419,391.5,20.17,100.9,0.65373,2.43,3036.9,52.6,1.138,39.579,281.9,6.203e+05,1.269e+05,27300,12600,41100,20600,27500
25.366,1.7848,0.8363,0.063126,9.264,542.9,2.0895,0.22785,0.09354,7.4635,45.3,12.002,448.8,10.53,15.687,418.2,19.889,105.6,0.65489,1.95,3094.4,59.9,1.07,41.005,278.8,6.25e+05,1.275e+05,30800,12000,34700,17200,27600
21.397,13.942,1.3816,0.070364,6.9596,573.1,1.9252,0.1932,0.087163,7.0092,43.6,14.396,457.2,9.049,15.698,752.2,17.924,87.9,0.71725,2.33,3171.4,60.1,1.107,37.898,255,5.431e+05,1.144e+05,30800,15500,71000,16000,24600
4.7305,21.831,0.7234,0.059765,6.9596,563.9,2.083,0.22365,0.06088,6.7671,37.6,10.537,412,10.46,15.1,478.9,18.818,106.4,0.5907,2.15,2930.8,55,1.206,38.151,265.6,6.634e+05,1.27e+05,30600,10600,13100,20900,29500
37.765,5.598,0.416,0.074439,5.456,568.2,2.1547,0.23107,0.072433,6.4366,39.9,10.29,411.1,12.692,13.467,583.9,20.988,101.2,0.5911,1.84,3228.4,50.4,1.3008,37.679,359,6.622e+05,1.349e+05,28200,11000,14500,20200,31100
3.8779,4.4728,2.5154,0.06835,11.941,434.5,1.6312,0.19635,0.08675,7.8466,35.5,18.578,330.1,10.49,22.646,519.2,14.469,77.8,0.8162,1.2693,2708.9,59.9,1.487,36.113,337.9,3.603e+05,82400,28700,14700,2.046e+05,12500,15200
26.152,17.787,0.5952,0.093486,8.774,586.7,2.4408,0.2961,0.097413,7.1181,40.6,12.201,392.5,13.73,17.63,487.3,21.988,105.6,0.77385,3.03,3388.3,52.6,1.567,49.621,400.2,6.712e+05,1.353e+05,32500,9800,13200,21600,28900
22.878,34.459,0.8057,0.10865,12.137,648.9,2.6442,0.43444,0.12513,12.222,61.88,23.168,708.4,13.484,25.789,732.6,28.232,126.5,1.026,2.59,3914.6,77.837,1.8811,71.528,291.4,6.222e+05,1.427e+05,42100,12900,15300,19600,30260
37.789,35.243,1.2918,0.059766,9.5758,522.7,2.142,0.34333,0.15228,13.278,56.16,22.77,557.4,12.274,30.789,571.6,21.214,92.2,1.093,2.084,3545.6,73.452,1.8635,60.663,270,4.737e+05,1.135e+05,38100,22300,1.09e+05,12400,20500
25.157,36.767,1.1815,0.072247,9.9016,624.4,2.5546,0.31177,0.080294,10.415,58.323,18.253,581.3,13.282,22.718,516.4,21.616,117.9,0.8244,2.535,3676.8,71.249,1.6,51.966,344.8,6.416e+05,1.364e+05,37600,13100,19900,20200,28300
6.023,25.144,0.6106,0.064268,8.3108,573.6,1.904,0.20895,0.07626,6.249,48.5,12.412,480,9.315,13.3,732.7,17.407,115.5,0.6556,2.23,2974.8,56.2,1.157,38.481,237.9,6.653e+05,1.345e+05,31600,10700,12800,18900,30400
